,T,E,Trade_random,Trade_search,Trade_market
0,132.0,1.0,0,0,0
1,153.0,1.0,0,0,0
2,138.0,1.0,0,0,0
3,131.0,1.0,0,0,0
4,195.0,1.0,0,0,0
5,218.0,1.0,0,0,0
6,158.0,1.0,0,0,0
7,126.0,1.0,0,0,0
8,166.0,1.0,0,0,0
9,148.0,1.0,0,0,0
10,123.0,1.0,0,0,0
11,173.0,1.0,0,0,0
12,140.0,1.0,0,0,0
13,144.0,1.0,0,0,0
14,127.0,1.0,0,0,0
15,131.0,1.0,0,0,0
16,134.0,1.0,0,0,0
17,179.0,1.0,0,0,0
18,196.0,1.0,0,0,0
19,137.0,1.0,0,0,0
20,201.0,1.0,0,0,0
21,127.0,1.0,0,0,0
22,158.0,1.0,0,0,0
23,152.0,1.0,0,0,0
24,143.0,1.0,0,0,0
25,213.0,1.0,0,0,0
26,199.0,1.0,0,0,0
27,134.0,1.0,0,0,0
28,178.0,1.0,0,0,0
29,165.0,1.0,0,0,0
30,166.0,1.0,0,0,0
31,115.0,1.0,0,0,0
32,126.0,1.0,0,0,0
33,197.0,1.0,0,0,0
34,191.0,1.0,0,0,0
35,141.0,1.0,0,0,0
36,177.0,1.0,0,0,0
37,193.0,1.0,0,0,0
38,175.0,1.0,0,0,0
39,161.0,1.0,0,0,0
40,147.0,1.0,0,0,0
41,175.0,1.0,0,0,0
42,141.0,1.0,0,0,0
43,116.0,1.0,0,0,0
44,222.0,1.0,0,0,0
45,174.0,1.0,0,0,0
46,167.0,1.0,0,0,0
47,149.0,1.0,0,0,0
48,222.0,1.0,0,0,0
49,220.0,1.0,0,0,0
50,151.0,1.0,0,0,0
51,171.0,1.0,0,0,0
52,209.0,1.0,0,0,0
53,197.0,1.0,0,0,0
54,186.0,1.0,0,0,0
55,165.0,1.0,0,0,0
56,164.0,1.0,0,0,0
57,171.0,1.0,0,0,0
58,167.0,1.0,0,0,0
59,149.0,1.0,0,0,0
60,144.0,1.0,0,0,0
61,142.0,1.0,0,0,0
62,194.0,1.0,0,0,0
63,208.0,1.0,0,0,0
64,228.0,1.0,0,0,0
65,123.0,1.0,0,0,0
66,149.0,1.0,0,0,0
67,115.0,1.0,0,0,0
68,134.0,1.0,0,0,0
69,131.0,1.0,0,0,0
70,116.0,1.0,0,0,0
71,135.0,1.0,0,0,0
72,193.0,1.0,0,0,0
73,198.0,1.0,0,0,0
74,214.0,1.0,0,0,0
75,118.0,1.0,0,0,0
76,140.0,1.0,0,0,0
77,140.0,1.0,0,0,0
78,196.0,1.0,0,0,0
